X	5uM	4uM	3.5uM	3uM	2.5uM	2uM	1.75uM	1.5uM	1.35uM	1.2uM
2.55377777778	0.999966741931	0.998577174724	0.992223244111	0.962842250886	0.849494940148	0.545681772517	0.350657943207	0.195986720824	0.132697669589	0.0884711551023
2.66985858586	0.999982144703	0.999088800544	0.994601540647	0.972176265842	0.878480960821	0.597829184744	0.395998276333	0.223991560959	0.151267759952	0.100137796543
2.78593939394	0.999990414007	0.999416454902	0.996252614847	0.97917205225	0.902099688119	0.646500777233	0.442090641261	0.254166869445	0.171560236159	0.112903384203
2.90202020202	0.999994853557	0.999626289778	0.997398762808	0.984411820792	0.921248366511	0.691132826683	0.488088787495	0.286304615351	0.193575630344	0.126814367669
3.0181010101	0.999997237023	0.999760670996	0.998194373547	0.988334742687	0.936718785799	0.731460366728	0.533200195425	0.320123352362	0.217278178556	0.141907561233
3.13418181818	0.999998516638	0.99984673055	0.998746645561	0.991271032723	0.949187295119	0.767459323443	0.576737440371	0.355278118499	0.242592451587	0.158207706769
3.25026262626	0.999999203626	0.999901844233	0.999130000801	0.993468499978	0.959219638888	0.799280885614	0.618150671007	0.391376017801	0.269401876289	0.175725090206
3.36634343434	0.99999957245	0.999937139761	0.999396102483	0.995112893875	0.967282548232	0.827190628632	0.657040252965	0.427995923808	0.297549544946	0.19445335681
3.48242424242	0.999999770461	0.999959743481	0.999580813453	0.996343346728	0.973757532498	0.851518604174	0.693152527125	0.464710094019	0.326841504692	0.214367686225
3.59850505051	0.999999876767	0.999974219199	0.999709027952	0.997264028015	0.978954508174	0.87262198937	0.726363719052	0.501105264603	0.35705245502	0.235423491088
3.71458585859	0.99999993384	0.999983489638	0.999798026161	0.997952909752	0.983124176694	0.890859242139	0.756657368121	0.536801040929	0.387933500915	0.257555789356
3.83066666667	0.99999996448	0.999989426548	0.999859802935	0.998468345537	0.986468759506	0.906573590227	0.784099797774	0.571464013839	0.419221362544	0.280679368626
3.94674747475	0.999999980931	0.999993228623	0.999902684347	0.998854002472	0.989151055638	0.920083497545	0.808816796286	0.604816828942	0.45064827654	0.304689811492
