5uM X	5uM Y	4uM X	4uM Y	3.5uM X	3.5uM Y	3uM X	3uM Y	2.5uM X	2.5uM Y	2uM X	2uM Y	1.75uM X	1.75uM Y	1.5uM X	1.5uM Y	1.35uM X	1.35uM Y	1.2uM X	1.2uM Y
1.5244	0.0953704824723	1.5244	0.0372600637715	1.5244	0.00908123446812	1.5244	-0.0223355693927	1.5244	-0.020682211354	1.5244	0.0473809644793	1.5244	0.0177734769014	1.5244	0.00673735662901	1.5244	0.0298349319506	1.6197	0.0265484032141
1.6197	0.111705938453	1.6197	0.0389766142046	1.6197	0.102201881981	1.6197	0.0542933259894	1.6197	-0.00965037677577	1.6197	0.047583485709	1.6197	0.0255131160718	1.6197	0.0252139066557	1.6197	0.0414404852488	1.6197	0.0247681845202
1.6197	0.0935763105838	1.6197	0.0270773740446	1.6197	0.0552744938435	1.6197	0.0286520563824	1.6197	-0.0175900945988	1.6197	0.0491918414245	1.6197	0.015093551892	1.6197	0.0164535242941	1.6197	0.0368673684389	1.715	0.035507394641
1.6197	0.0349873200128	1.6197	0.0572827806686	1.6197	0.00181006710148	1.6197	0.0155266955444	1.6197	-0.0390132409708	1.6197	0.0529513764851	1.6197	0.0174410156543	1.6197	0.0121905261318	1.6197	0.0368515940999	1.715	0.0356603575055
1.6197	0.0905818350608	1.6197	0.0346498558646	1.6197	0.0100685011665	1.6197	-0.0282760329216	1.6197	-0.0444003141228	1.6197	0.0491035940239	1.6197	0.0144005765753	1.6197	0.00473327280557	1.6197	0.0300631467819	1.715	0.034102396885
1.715	0.107512535875	1.715	0.0374987422836	1.715	0.0419109127559	1.715	0.0464693229441	1.715	-0.0256368652671	1.715	0.0427481927364	1.715	0.0111394468897	1.715	0.0195475192358	1.715	0.0468585218928	1.715	0.0315743911156
1.715	0.0299928192294	1.715	0.0289256460236	1.715	0.0728852701079	1.715	0.0137049435661	1.715	-0.0251709386521	1.715	0.0527391120084	1.715	0.00576196426295	1.715	0.0150423087098	1.715	0.0382512951744	1.8103	0.0381099741845
1.715	0.0638150394744	1.715	0.0534041151306	1.715	-0.00537329490011	1.715	0.00841773682311	1.715	-0.0508674746121	1.715	0.0458838849594	1.715	0.0122324165446	1.715	0.00565317143091	1.715	0.0350850342164	1.8103	0.0370499399027
1.715	0.0971196460624	1.715	0.0375267711576	1.715	0.00698258412389	1.715	-0.0284381338559	1.715	-0.0640894978761	1.715	0.0451792235494	1.715	0.00449428765135	1.715	0.00534816500571	1.715	0.0310260416534	1.8103	0.0330216146906
1.8103	0.100539606751	1.8103	0.027550317631	1.8103	0.0296216560235	1.8103	0.0126798890809	1.8103	-0.0337659552698	1.8103	0.0559947321822	1.8103	0.0123589251348	1.8103	0.0160779634064	1.8103	0.0452631607453	1.8103	0.0303398811026
1.8103	0.0670940167288	1.8103	0.048166107859	1.8103	0.0682439073715	1.8103	0.0414881553729	1.8103	-0.0287411584928	1.8103	0.0579161535002	1.8103	0.00574434009485	1.8103	0.0111044208655	1.8103	0.0309961192252	1.9056	0.0524928657205
1.8103	0.0194671989288	1.8103	0.018648360315	1.8103	0.0137745496235	1.8103	0.0089101201089	1.8103	-0.0519346920578	1.8103	0.0430936967692	1.8103	-0.00703443937715	1.8103	0.00938076587403	1.8103	0.0310575326139	1.9056	0.0382456009512
1.8103	0.0838218325518	1.8103	0.03983488789	1.8103	-0.0217538057075	1.8103	-0.0330241043311	1.8103	-0.0768981674018	1.8103	0.0415955955922	1.8103	-0.00364022250315	1.8103	-0.00304981370367	1.8103	0.022020685686	1.9056	0.0365910866284
1.9056	0.0815358707712	1.9056	0.041949229538	1.9056	0.0152343014567	1.9056	0.0442234379146	1.9056	-0.0251383678784	1.9056	0.0535492097556	1.9056	0.00613476675271	1.9056	0.0124359564975	1.9056	0.0391089852268	1.9056	0.0184412985222
1.9056	0.0656462669222	1.9056	0.024518958711	1.9056	0.0540989861157	1.9056	-0.00090410243842	1.9056	-0.0546957287584	1.9056	0.0501667980996	1.9056	0.00842856149371	1.9056	0.00278920767224	1.9056	0.0404533895568	2.0008	0.0455373030574
1.9056	0.0166539339052	1.9056	0.00626893076501	1.9056	-0.0149875751283	1.9056	-0.00034882092642	1.9056	-0.0359408177144	1.9056	0.0497938441486	1.9056	-0.00580518972229	1.9056	-0.00712608871216	1.9056	0.0299315023184	2.0008	0.043608985469
1.9056	0.0799821344012	1.9056	0.03066961491	1.9056	0.00992019239574	1.9056	-0.0413507320284	1.9056	-0.0602185365394	1.9056	0.0441678619946	1.9056	-0.0155267696353	1.9056	-0.0105425148678	1.9056	0.0317965665488	2.0008	0.0412692170615
