35uM X	35uM Y	28uM X	28uM Y	22.4uM X	22.4uM Y	17.5uM X	17.5uM Y	14uM X	14uM Y	11.2uM X	11.2uM Y	9.1uM X	9.1uM Y	7uM X	7uM Y	5.6uM X	5.6uM Y	4.5uM X	4.5uM Y	3.5uM X	3.5uM Y
0.9	0.0204494500934	0.9	0.00872100159972	0.9	0.00405769352835	0.9	0.00252576521461	0.9	0.00224800434416	0.9	0.00253951335817	0.9	0.00444875774326	0.9	0.00386903042961	2.2333	-0.00628113393258	5.4	0.0359317334287	7.0667	0.0282811257474
0.9	0.0210277341738	0.9	0.00743357055852	0.9	0.00344833846283	0.9	0.00113518153974	0.9	0.00079870343754	0.9	1.39657527089e-05	0.9	0.00255744800072	0.9	0.00418297616126	2.2667	0.00224522763138	5.4333	0.043504268428	7.1333	0.0369083991532
0.93333	0.0245662436236	0.93333	0.0109033951922	0.93333	0.00493054757774	0.93333	0.00305927410911	0.93333	0.00301253794139	0.93333	0.00361542389843	0.93333	0.00468159480408	0.93333	0.00853357185416	2.2667	-0.00234674004406	5.4333	0.0377415863374	7.1333	0.0357247081469
0.93333	0.0238883607913	0.93333	0.0100219623172	0.93333	0.0044747674668	0.93333	0.00223616815706	0.93333	0.00278405185934	0.93333	0.00177848340974	0.93333	0.00318354594252	0.93333	0.00548187866475	2.2667	-0.0130350877262	5.4333	0.037517025323	7.1333	0.032875558268
0.93333	0.0243997366524	0.93333	0.00976665466613	0.93333	0.00375952693804	0.93333	0.00179537042734	0.93333	0.00305755504759	0.93333	0.000843864025394	0.93333	0.00259948982353	0.93333	0.00420246101189	2.3	0.000433287071318	5.4667	0.0407191571685	7.2	0.034910761723
0.96667	0.0305098347923	0.96667	0.0133118451176	0.96667	0.00587718730352	0.96667	0.00289371259574	0.96667	0.00324392210478	0.96667	0.00243150797032	0.96667	0.00472729389671	0.96667	0.00709611355162	2.3	-0.00330572418748	5.4667	0.0393915331561	7.2	0.0351422813763
0.96667	0.0295487876244	0.96667	0.0116869823047	0.96667	0.0052136380263	0.96667	0.0027475293469	0.96667	0.00175796703571	0.96667	0.00270822215811	0.96667	0.0045364986587	0.96667	0.00376033238058	2.3	-0.0060954521734	5.4667	0.0391669721417	7.2	0.0294473455988
0.96667	0.0287487287489	0.96667	0.011309024235	0.96667	0.00501982129337	0.96667	0.00264378340423	0.96667	0.000795546304808	0.96667	0.00174072764286	0.96667	0.00399592422269	0.96667	0.00422333251425	2.3333	0.00590329933753	5.5	0.0424258450138	7.2667	0.0383268101835
1.0	0.0343782646834	1.0	0.0156529200058	1.0	0.0069166620528	1.0	0.00221022469955	1.0	0.00345216124956	1.0	0.00281959124562	1.0	0.00619135239679	1.0	0.00552508373405	2.3333	-0.00602856186912	5.5	0.0388110254843	7.2667	0.0375365615192
1.0	0.033638855774	1.0	0.0134054337947	1.0	0.00665719697263	1.0	0.00266585129942	1.0	0.00220546479647	1.0	0.00280552679984	1.0	0.00327887637822	1.0	0.00424566608119	2.3333	-0.0059952538815	5.5	0.0387195376636	7.2667	0.0342243723337
